scenario_name,protocol_family,soundness_assumption,security_target_bits,cost_scenario_name,rate_parameter_name,log_rate,reciprocal_rate,grinding_bits,minimum_secure_query_count,total_explicit_query_count,chunk_size,proof_bytes,predicted_cu,lower_cu,upper_cu,verification_core_cu,transport_overhead_cu,cu_budget_fraction,proof_transport_pressure,assumption_qualified_feasible,assumption_feasibility_reasons,lower_bound_model_feasible,lower_bound_model_feasibility_reasons
qualified-whir-t100-r4-g0-whir_capacity_full-fenzi_whir_core_0p8_plus_m31_mul_0p75,WHIR,whir_capacity_full,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_inv_rate,2,4,0,52,73,640,19674,5230731.605035,5171710.209745,5289753.000324,5208986.827279,21744.777756,3.736237,15.969156,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g8-whir_johnson_full-baseline,WHIR,whir_johnson_full,100.0,baseline,log_inv_rate,2,4,8,99,137,640,33106,14788347.991545,14729326.596256,14847369.386835,14752272.358163,36075.633383,10.563106,26.871753,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g8-whir_johnson_full-fenzi_whir_core_0p8,WHIR,whir_johnson_full,100.0,fenzi_whir_core_0p8,log_inv_rate,2,4,8,99,137,640,33106,11838069.158214,11779047.762925,11897090.553504,11801993.524831,36075.633383,8.455764,26.871753,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g8-whir_johnson_full-m31_mul_0p75,WHIR,whir_johnson_full,100.0,m31_mul_0p75,log_inv_rate,2,4,8,99,137,640,33106,11412645.128124,11353623.732834,11471666.523413,11376569.494741,36075.633383,8.151889,26.871753,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g8-whir_johnson_full-fenzi_whir_core_0p8_plus_m31_mul_0p75,WHIR,whir_johnson_full,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_inv_rate,2,4,8,99,137,640,33106,9137506.867477,9078485.472187,9196528.262766,9101431.234094,36075.633383,6.526791,26.871753,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g8-whir_capacity_full-baseline,WHIR,whir_capacity_full,100.0,baseline,log_inv_rate,2,4,8,48,67,640,18402,7805410.529699,7746389.134410,7864431.924989,7785024.854179,20385.675520,5.575293,14.936688,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g8-whir_capacity_full-fenzi_whir_core_0p8,WHIR,whir_capacity_full,100.0,fenzi_whir_core_0p8,log_inv_rate,2,4,8,48,67,640,18402,6248581.197165,6189559.801875,6307602.592454,6228195.521645,20385.675520,4.463272,14.936688,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g8-whir_capacity_full-m31_mul_0p75,WHIR,whir_capacity_full,100.0,m31_mul_0p75,log_inv_rate,2,4,8,48,67,640,18402,6075069.104057,6016047.708768,6134090.499347,6054683.428537,20385.675520,4.339335,14.936688,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g8-whir_capacity_full-fenzi_whir_core_0p8_plus_m31_mul_0p75,WHIR,whir_capacity_full,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_inv_rate,2,4,8,48,67,640,18402,4864308.056651,4805286.661362,4923329.451941,4843922.381131,20385.675520,3.474506,14.936688,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g16-whir_johnson_full-baseline,WHIR,whir_johnson_full,100.0,baseline,log_inv_rate,2,4,16,91,126,640,30794,13691100.651454,13632079.256165,13750122.046744,13657384.118649,33716.532805,9.779358,24.995130,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g16-whir_johnson_full-fenzi_whir_core_0p8,WHIR,whir_johnson_full,100.0,fenzi_whir_core_0p8,log_inv_rate,2,4,16,91,126,640,30794,10959799.466026,10900778.070736,11018820.861315,10926082.933220,33716.532805,7.828428,24.995130,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g16-whir_johnson_full-m31_mul_0p75,WHIR,whir_johnson_full,100.0,m31_mul_0p75,log_inv_rate,2,4,16,91,126,640,30794,10573954.585398,10514933.190108,10632975.980687,10540238.052592,33716.532805,7.552825,24.995130,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g16-whir_johnson_full-fenzi_whir_core_0p8_plus_m31_mul_0p75,WHIR,whir_johnson_full,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_inv_rate,2,4,16,91,126,640,30794,8466082.613180,8407061.217891,8525104.008470,8432366.080375,33716.532805,6.047202,24.995130,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g16-whir_capacity_full-baseline,WHIR,whir_capacity_full,100.0,baseline,log_inv_rate,2,4,16,44,62,640,17386,7307645.539739,7248624.144449,7366666.935028,7288240.826091,19404.713647,5.219747,14.112013,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g16-whir_capacity_full-fenzi_whir_core_0p8,WHIR,whir_capacity_full,100.0,fenzi_whir_core_0p8,log_inv_rate,2,4,16,44,62,640,17386,5850173.012822,5791151.617532,5909194.408111,5830768.299174,19404.713647,4.178695,14.112013,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g16-whir_capacity_full-m31_mul_0p75,WHIR,whir_capacity_full,100.0,m31_mul_0p75,log_inv_rate,2,4,16,44,62,640,17386,5694829.931081,5635808.535791,5753851.326370,5675425.217434,19404.713647,4.067736,14.112013,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g16-whir_capacity_full-fenzi_whir_core_0p8_plus_m31_mul_0p75,WHIR,whir_capacity_full,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_inv_rate,2,4,16,44,62,640,17386,4559920.525895,4500899.130606,4618941.921185,4540515.812248,19404.713647,3.257086,14.112013,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g20-whir_johnson_full-baseline,WHIR,whir_johnson_full,100.0,baseline,log_inv_rate,2,4,20,87,120,640,29498,13091618.301324,13032596.906034,13150639.696613,13059279.907223,32338.394101,9.351156,23.943182,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g20-whir_johnson_full-fenzi_whir_core_0p8,WHIR,whir_johnson_full,100.0,fenzi_whir_core_0p8,log_inv_rate,2,4,20,87,120,640,29498,10479937.958180,10420916.562891,10538959.353470,10447599.564079,32338.394101,7.485670,23.943182,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g20-whir_johnson_full-m31_mul_0p75,WHIR,whir_johnson_full,100.0,m31_mul_0p75,log_inv_rate,2,4,20,87,120,640,29498,10115503.215648,10056481.820359,10174524.610938,10083164.821547,32338.394101,7.225359,23.943182,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g20-whir_johnson_full-fenzi_whir_core_0p8_plus_m31_mul_0p75,WHIR,whir_johnson_full,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_inv_rate,2,4,20,87,120,640,29498,8099045.889640,8040024.494350,8158067.284929,8066707.495539,32338.394101,5.785033,23.943182,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g20-whir_capacity_full-baseline,WHIR,whir_capacity_full,100.0,baseline,log_inv_rate,2,4,20,42,59,640,16738,7007904.364673,6948882.969384,7066925.759963,6989188.720378,18715.644295,5.005646,13.586039,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g20-whir_capacity_full-fenzi_whir_core_0p8,WHIR,whir_capacity_full,100.0,fenzi_whir_core_0p8,log_inv_rate,2,4,20,42,59,640,16738,5610242.258899,5551220.863609,5669263.654189,5591526.614604,18715.644295,4.007316,13.586039,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g20-whir_capacity_full-m31_mul_0p75,WHIR,whir_capacity_full,100.0,m31_mul_0p75,log_inv_rate,2,4,20,42,59,640,16738,5465604.246206,5406582.850917,5524625.641496,5446888.601911,18715.644295,3.904003,13.586039,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g20-whir_capacity_full-fenzi_whir_core_0p8_plus_m31_mul_0p75,WHIR,whir_capacity_full,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_inv_rate,2,4,20,42,59,640,16738,4376402.164125,4317380.768836,4435423.559415,4357686.519830,18715.644295,3.126002,13.586039,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g24-whir_johnson_full-baseline,WHIR,whir_johnson_full,100.0,baseline,log_inv_rate,2,4,24,82,114,640,28298,12494666.319219,12435644.923929,12553687.714508,12463629.917948,31036.401271,8.924762,22.969156,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g24-whir_johnson_full-fenzi_whir_core_0p8,WHIR,whir_johnson_full,100.0,fenzi_whir_core_0p8,log_inv_rate,2,4,24,82,114,640,28298,10002115.973931,9943094.578641,10061137.369220,9971079.572659,31036.401271,7.144369,22.969156,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g24-whir_johnson_full-m31_mul_0p75,WHIR,whir_johnson_full,100.0,m31_mul_0p75,log_inv_rate,2,4,24,82,114,640,28298,9659582.213925,9600560.818635,9718603.609214,9628545.812653,31036.401271,6.899702,22.969156,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g24-whir_johnson_full-fenzi_whir_core_0p8_plus_m31_mul_0p75,WHIR,whir_johnson_full,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_inv_rate,2,4,24,82,114,640,28298,7734048.689695,7675027.294406,7793070.084985,7703012.288424,31036.401271,5.524320,22.969156,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g24-whir_capacity_full-baseline,WHIR,whir_capacity_full,100.0,baseline,log_inv_rate,2,4,24,40,56,640,16090,6708163.189608,6649141.794319,6767184.584898,6690136.614665,18026.574943,4.791545,13.060065,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g24-whir_capacity_full-fenzi_whir_core_0p8,WHIR,whir_capacity_full,100.0,fenzi_whir_core_0p8,log_inv_rate,2,4,24,40,56,640,16090,5370311.504976,5311290.109687,5429332.900266,5352284.930033,18026.574943,3.835937,13.060065,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g24-whir_capacity_full-m31_mul_0p75,WHIR,whir_capacity_full,100.0,m31_mul_0p75,log_inv_rate,2,4,24,40,56,640,16090,5236378.561331,5177357.166042,5295399.956621,5218351.986389,18026.574943,3.740270,13.060065,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g24-whir_capacity_full-fenzi_whir_core_0p8_plus_m31_mul_0p75,WHIR,whir_capacity_full,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_inv_rate,2,4,24,40,56,640,16090,4192883.802355,4133862.407065,4251905.197644,4174857.227412,18026.574943,2.994917,13.060065,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g32-whir_johnson_full-baseline,WHIR,whir_johnson_full,100.0,baseline,log_inv_rate,2,4,32,74,102,640,25706,11295701.618958,11236680.223668,11354723.014247,11267421.495095,28280.123862,8.068358,20.865260,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g32-whir_johnson_full-fenzi_whir_core_0p8,WHIR,whir_johnson_full,100.0,fenzi_whir_core_0p8,log_inv_rate,2,4,32,74,102,640,25706,9042392.958240,8983371.562950,9101414.353529,9014112.834378,28280.123862,6.458852,20.865260,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g32-whir_johnson_full-m31_mul_0p75,WHIR,whir_johnson_full,100.0,m31_mul_0p75,log_inv_rate,2,4,32,74,102,640,25706,8742679.474426,8683658.079136,8801700.869715,8714399.350563,28280.123862,6.244771,20.865260,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g32-whir_johnson_full-fenzi_whir_core_0p8_plus_m31_mul_0p75,WHIR,whir_johnson_full,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_inv_rate,2,4,32,74,102,640,25706,6999975.242614,6940953.847325,7058996.637904,6971695.118752,28280.123862,4.999982,20.865260,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g32-whir_capacity_full-baseline,WHIR,whir_capacity_full,100.0,baseline,log_inv_rate,2,4,32,36,50,640,14794,6108680.839477,6049659.444188,6167702.234767,6092032.403239,16648.436238,4.363343,12.008117,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g32-whir_capacity_full-fenzi_whir_core_0p8,WHIR,whir_capacity_full,100.0,fenzi_whir_core_0p8,log_inv_rate,2,4,32,36,50,640,14794,4890449.997131,4831428.601841,4949471.392420,4873801.560893,16648.436238,3.493179,12.008117,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g32-whir_capacity_full-m31_mul_0p75,WHIR,whir_capacity_full,100.0,m31_mul_0p75,log_inv_rate,2,4,32,36,50,640,14794,4777927.191582,4718905.796292,4836948.586871,4761278.755344,16648.436238,3.412805,12.008117,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r4-g32-whir_capacity_full-fenzi_whir_core_0p8_plus_m31_mul_0p75,WHIR,whir_capacity_full,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_inv_rate,2,4,32,36,50,640,14794,3825847.078814,3766825.683525,3884868.474104,3809198.642576,16648.436238,2.732748,12.008117,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g0-whir_johnson_full-baseline,WHIR,whir_johnson_full,100.0,baseline,log_inv_rate,3,8,0,70,105,640,30346,11700171.503353,11641150.108063,11759192.898643,11666985.402660,33186.100693,8.357265,24.631494,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g0-whir_johnson_full-fenzi_whir_core_0p8,WHIR,whir_johnson_full,100.0,fenzi_whir_core_0p8,log_inv_rate,3,8,0,70,105,640,30346,9366950.061122,9307928.665833,9425971.456412,9333763.960430,33186.100693,6.690679,24.631494,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g0-whir_johnson_full-m31_mul_0p75,WHIR,whir_johnson_full,100.0,m31_mul_0p75,log_inv_rate,3,8,0,70,105,640,30346,9076633.868630,9017612.473341,9135655.263920,9043447.767938,33186.100693,6.483310,24.631494,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g0-whir_johnson_full-fenzi_whir_core_0p8_plus_m31_mul_0p75,WHIR,whir_johnson_full,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_inv_rate,3,8,0,70,105,640,30346,7268119.953344,7209098.558055,7327141.348634,7234933.852652,33186.100693,5.191514,24.631494,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g0-whir_capacity_full-baseline,WHIR,whir_capacity_full,100.0,baseline,log_inv_rate,3,8,0,35,52,640,17212,6358978.618584,6299957.223294,6418000.013873,6339887.004031,19091.614553,4.542128,13.970779,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g0-whir_capacity_full-fenzi_whir_core_0p8,WHIR,whir_capacity_full,100.0,fenzi_whir_core_0p8,log_inv_rate,3,8,0,35,52,640,17212,5091176.856079,5032155.460789,5150198.251368,5072085.241526,19091.614553,3.636555,13.970779,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g0-whir_capacity_full-m31_mul_0p75,WHIR,whir_capacity_full,100.0,m31_mul_0p75,log_inv_rate,3,8,0,35,52,640,17212,4981214.643894,4922193.248605,5040236.039184,4962123.029342,19091.614553,3.558010,13.970779,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g0-whir_capacity_full-fenzi_whir_core_0p8_plus_m31_mul_0p75,WHIR,whir_capacity_full,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_inv_rate,3,8,0,35,52,640,17212,3988965.676327,3929944.281038,4047987.071617,3969874.061775,19091.614553,2.849261,13.970779,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g8-whir_johnson_full-baseline,WHIR,whir_johnson_full,100.0,baseline,log_inv_rate,3,8,8,65,97,640,28354,10893973.947365,10834952.552075,10952995.342654,10862893.127666,31080.819698,7.781410,23.014610,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g8-whir_johnson_full-fenzi_whir_core_0p8,WHIR,whir_johnson_full,100.0,fenzi_whir_core_0p8,log_inv_rate,3,8,8,65,97,640,28354,8721570.960133,8662549.564843,8780592.355422,8690490.140434,31080.819698,6.229694,23.014610,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g8-whir_johnson_full-m31_mul_0p75,WHIR,whir_johnson_full,100.0,m31_mul_0p75,log_inv_rate,3,8,8,65,97,640,28354,8458477.619817,8399456.224527,8517499.015106,8427396.800118,31080.819698,6.041770,23.014610,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g8-whir_johnson_full-fenzi_whir_core_0p8_plus_m31_mul_0p75,WHIR,whir_johnson_full,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_inv_rate,3,8,8,65,97,640,28354,6773173.898094,6714152.502805,6832195.293384,6742093.078396,31080.819698,4.837981,23.014610,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g8-whir_capacity_full-baseline,WHIR,whir_capacity_full,100.0,baseline,log_inv_rate,3,8,8,32,48,640,16276,5957613.421865,5898592.026575,6016634.817155,5939439.314289,18174.107576,4.255438,13.211039,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g8-whir_capacity_full-fenzi_whir_core_0p8,WHIR,whir_capacity_full,100.0,fenzi_whir_core_0p8,log_inv_rate,3,8,8,32,48,640,16276,4769901.197308,4710879.802019,4828922.592598,4751727.089733,18174.107576,3.407072,13.211039,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g8-whir_capacity_full-m31_mul_0p75,WHIR,whir_capacity_full,100.0,m31_mul_0p75,log_inv_rate,3,8,8,32,48,640,16276,4673870.100763,4614848.705474,4732891.496053,4655695.993188,18174.107576,3.338479,13.211039,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g8-whir_capacity_full-fenzi_whir_core_0p8_plus_m31_mul_0p75,WHIR,whir_capacity_full,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_inv_rate,3,8,8,32,48,640,16276,3742906.540427,3683885.145137,3801927.935716,3724732.432851,18174.107576,2.673505,13.211039,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g16-whir_johnson_full-baseline,WHIR,whir_johnson_full,100.0,baseline,log_inv_rate,3,8,16,59,88,640,26122,9986984.233394,9927962.838105,10046005.628684,9958374.144074,28610.089320,7.133560,21.202922,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g16-whir_johnson_full-fenzi_whir_core_0p8,WHIR,whir_johnson_full,100.0,fenzi_whir_core_0p8,log_inv_rate,3,8,16,59,88,640,26122,7995485.042881,7936463.647591,8054506.438170,7966874.953561,28610.089320,5.711061,21.202922,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g16-whir_johnson_full-m31_mul_0p75,WHIR,whir_johnson_full,100.0,m31_mul_0p75,log_inv_rate,3,8,16,59,88,640,26122,7763034.376418,7704012.981129,7822055.771708,7734424.287098,28610.089320,5.545025,21.202922,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g16-whir_johnson_full-fenzi_whir_core_0p8_plus_m31_mul_0p75,WHIR,whir_johnson_full,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_inv_rate,3,8,16,59,88,640,26122,6216325.157300,6157303.762010,6275346.552590,6187715.067980,28610.089320,4.440232,21.202922,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g16-whir_capacity_full-baseline,WHIR,whir_capacity_full,100.0,baseline,log_inv_rate,3,8,16,29,44,640,15316,5555311.430621,5496290.035332,5614332.825911,5538248.951188,17062.479433,3.968080,12.431818,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g16-whir_capacity_full-fenzi_whir_core_0p8,WHIR,whir_capacity_full,100.0,fenzi_whir_core_0p8,log_inv_rate,3,8,16,29,44,640,15316,4447837.278685,4388815.883395,4506858.673974,4430774.799251,17062.479433,3.177027,12.431818,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g16-whir_capacity_full-m31_mul_0p75,WHIR,whir_capacity_full,100.0,m31_mul_0p75,log_inv_rate,3,8,16,29,44,640,15316,4365588.763107,4306567.367817,4424610.158396,4348526.283673,17062.479433,3.118278,12.431818,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g16-whir_capacity_full-fenzi_whir_core_0p8_plus_m31_mul_0p75,WHIR,whir_capacity_full,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_inv_rate,3,8,16,29,44,640,15316,3496059.144673,3437037.749384,3555080.539963,3478996.665240,17062.479433,2.497185,12.431818,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g20-whir_johnson_full-baseline,WHIR,whir_johnson_full,100.0,baseline,log_inv_rate,3,8,20,56,84,640,25162,9584857.326847,9525835.931557,9643878.722136,9557183.780972,27673.545874,6.846327,20.423701,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g20-whir_johnson_full-fenzi_whir_core_0p8,WHIR,whir_johnson_full,100.0,fenzi_whir_core_0p8,log_inv_rate,3,8,20,56,84,640,25162,7673596.208954,7614574.813664,7732617.604243,7645922.663079,27673.545874,5.481140,20.423701,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g20-whir_johnson_full-m31_mul_0p75,WHIR,whir_johnson_full,100.0,m31_mul_0p75,log_inv_rate,3,8,20,56,84,640,25162,7454928.123458,7395906.728169,7513949.518748,7427254.577584,27673.545874,5.324949,20.423701,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g20-whir_johnson_full-fenzi_whir_core_0p8_plus_m31_mul_0p75,WHIR,whir_johnson_full,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_inv_rate,3,8,20,56,84,640,25162,5969652.846243,5910631.450953,6028674.241532,5941979.300368,27673.545874,4.264038,20.423701,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g20-whir_capacity_full-baseline,WHIR,whir_capacity_full,100.0,baseline,log_inv_rate,3,8,20,28,42,640,14788,5353070.335682,5294048.940393,5412091.730972,5336426.658561,16643.677121,3.823622,12.003247,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g20-whir_capacity_full-fenzi_whir_core_0p8,WHIR,whir_capacity_full,100.0,fenzi_whir_core_0p8,log_inv_rate,3,8,20,28,42,640,14788,4285960.642271,4226939.246982,4344982.037561,4269316.965150,16643.677121,3.061400,12.003247,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g20-whir_capacity_full-m31_mul_0p75,WHIR,whir_capacity_full,100.0,m31_mul_0p75,log_inv_rate,3,8,20,28,42,640,14788,4210357.994962,4151336.599672,4269379.390251,4193714.317841,16643.677121,3.007399,12.003247,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g20-whir_capacity_full-fenzi_whir_core_0p8_plus_m31_mul_0p75,WHIR,whir_capacity_full,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_inv_rate,3,8,20,28,42,640,14788,3371790.769695,3312769.374405,3430812.164984,3355147.092574,16643.677121,2.408422,12.003247,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g24-whir_johnson_full-baseline,WHIR,whir_johnson_full,100.0,baseline,log_inv_rate,3,8,24,54,80,640,24106,9180024.967577,9121003.572287,9239046.362866,9153539.195720,26485.771857,6.557161,19.566558,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g24-whir_johnson_full-fenzi_whir_core_0p8,WHIR,whir_johnson_full,100.0,fenzi_whir_core_0p8,log_inv_rate,3,8,24,54,80,640,24106,7349492.766734,7290471.371445,7408514.162024,7323006.994877,26485.771857,5.249638,19.566558,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g24-whir_johnson_full-m31_mul_0p75,WHIR,whir_johnson_full,100.0,m31_mul_0p75,log_inv_rate,3,8,24,54,80,640,24106,7144116.417776,7085095.022486,7203137.813065,7117630.645918,26485.771857,5.102940,19.566558,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
qualified-whir-t100-r8-g24-whir_johnson_full-fenzi_whir_core_0p8_plus_m31_mul_0p75,WHIR,whir_johnson_full,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_inv_rate,3,8,24,54,80,640,24106,5720765.926893,5661744.531604,5779787.322183,5694280.155036,26485.771857,4.086261,19.566558,false,predicted CU exceeds the transaction compute budget,false,predicted CU exceeds the transaction compute budget
